Column1,Column2
Zanieczyszczenie,Gorz�w Wlkp. ul. Pi�sudskiego - py� zawieszony PM2.5
2016-12-13," 	38.6	"
2016-12-14," 	29.2	"
2016-12-15," 	13.0	"
2016-12-16," 	35.3	"
2016-12-17," 	41.4	"
2016-12-18," 	32.1	"
2016-12-19," 	40.6	"
2016-12-20," 	37.5	"
2016-12-21," 	55.0	"
2016-12-22," 	41.4	"
2016-12-23," 	26.6	"
2016-12-24," 	18.3	"
2016-12-25," 	7.5	"
2016-12-26," 	7.3	"
2016-12-27," 	10.7	"
2016-12-28," 	16.7	"
2016-12-29," 	40.7	"
2016-12-30," 	33.1	"
2016-12-31," 	28.4	"
2017-01-01," 	31.1	"
2017-01-02," 	20.1	"
2017-01-03," 	11.4	"
2017-01-04," 	5.7	"
2017-01-05," 	6.5	"
2017-01-06," 	26.9	"
2017-01-07,
2017-01-08," 	56.6	"
2017-01-09," 	69.9	"
2017-01-10," 	48.7	"
2017-01-11,
2017-01-12," 	13.4	"
2017-01-13," 	16.1	"
2017-01-14," 	21.7	"
2017-01-15," 	14.6	"
2017-01-16," 	21.2	"
2017-01-17," 	33.1	"
2017-01-18," 	51.2	"
2017-01-19," 	34.7	"
2017-01-20," 	48.7	"
2017-01-21," 	43.8	"
2017-01-22," 	52.5	"
2017-01-23," 	79.4	"
2017-01-24," 	43.7	"
2017-01-25," 	32.4	"
2017-01-26," 	43.5	"
2017-01-27," 	92.6	"
2017-01-28," 	126.0	"
2017-01-29," 	70.2	"
2017-01-30," 	77.1	"
2017-01-31," 	72.2	"
2017-02-01," 	112.4	"
2017-02-02," 	88.5	"
2017-02-03," 	74.4	"
2017-02-04," 	69.6	"
2017-02-05," 	41.7	"
2017-02-06," 	28.1	"
2017-02-07," 	32.1	"
2017-02-08," 	35.0	"
2017-02-09," 	45.7	"
2017-02-10," 	66.4	"
2017-02-11," 	38.3	"
2017-02-12," 	46.3	"
2017-02-13,
2017-02-14,
2017-02-15,
2017-02-16," 	89.6	"
2017-02-17," 	31.7	"
2017-02-18," 	21.0	"
2017-02-19," 	28.4	"
2017-02-20," 	23.6	"
2017-02-21," 	6.8	"
2017-02-22," 	9.2	"
2017-02-23," 	10.6	"
2017-02-24," 	6.1	"
2017-02-25," 	9.8	"
