Column1,Column2
Zanieczyszczenie,£Ûdü-Widzew - py≥ zawieszony PM2.5
2015-01-01,
2016-05-18," 	14.0	"
2016-05-19," 	15.0	"
2016-05-20," 	17.0	"
2016-05-21," 	17.0	"
2016-05-22," 	17.0	"
2016-05-23," 	21.0	"
2016-05-24," 	14.0	"
2016-05-25," 	15.0	"
2016-05-26," 	17.0	"
2016-05-27," 	18.0	"
2016-05-28," 	17.0	"
2016-05-29," 	16.0	"
2016-05-30," 	14.0	"
2016-05-31," 	12.0	"
2016-06-01," 	11.0	"
2016-06-02," 	11.0	"
2016-06-03," 	12.0	"
2016-06-04," 	13.0	"
2016-06-05," 	8.0	"
2016-06-06," 	6.0	"
2016-06-07," 	8.0	"
2016-06-08," 	10.0	"
2016-06-09," 	8.0	"
2016-06-10," 	10.0	"
2016-06-11," 	6.0	"
2016-06-12," 	7.0	"
2016-06-13," 	10.0	"
2016-06-14," 	10.0	"
2016-06-15," 	8.0	"
2016-06-16," 	8.0	"
2016-06-17," 	9.0	"
2016-06-18," 	8.0	"
2016-06-19," 	10.0	"
2016-06-20," 	9.0	"
2016-06-21," 	9.0	"
2016-06-22," 	9.0	"
2016-06-23," 	12.0	"
2016-06-24," 	20.0	"
2016-06-25," 	24.0	"
2016-06-26," 	12.0	"
2016-06-27," 	8.0	"
2016-06-28," 	11.0	"
2016-06-29," 	13.0	"
2016-06-30," 	12.0	"
2016-07-01," 	12.0	"
2016-07-02," 	17.0	"
2016-07-03," 	8.0	"
2016-07-04," 	9.0	"
2016-07-05," 	10.0	"
2016-07-06," 	5.0	"
2016-07-07," 	6.0	"
2016-07-08," 	10.0	"
2016-07-09," 	7.0	"
2016-07-10," 	7.0	"
2016-07-11," 	13.0	"
2016-07-12," 	17.0	"
2016-07-13," 	11.0	"
2016-07-14," 	8.0	"
2016-07-15," 	6.0	"
2016-07-16," 	7.0	"
2016-07-17," 	10.0	"
2016-07-18," 	9.0	"
2016-07-19," 	4.0	"
2016-07-20," 	8.0	"
2016-07-21," 	7.0	"
2016-07-22," 	9.0	"
2016-07-23," 	16.0	"
2016-07-24," 	17.0	"
2016-07-25," 	15.0	"
2016-07-26," 	17.0	"
2016-07-27," 	19.0	"
2016-07-28," 	18.0	"
2016-07-29," 	18.0	"
2016-07-30," 	10.0	"
2016-07-31," 	11.0	"
2016-08-01," 	9.0	"
2016-08-02," 	11.0	"
2016-08-03," 	11.0	"
2016-08-04," 	9.0	"
2016-08-05," 	13.0	"
2016-08-06," 	8.0	"
2016-08-07," 	6.0	"
2016-08-08," 	11.0	"
2016-08-09," 	13.0	"
2016-08-10," 	11.0	"
2016-08-11," 	7.0	"
2016-08-12," 	12.0	"
2016-08-13," 	11.0	"
2016-08-14," 	9.0	"
2016-08-15," 	6.0	"
2016-08-16," 	7.0	"
2016-08-17," 	10.0	"
2016-08-18," 	15.0	"
2016-08-19," 	18.0	"
2016-08-20," 	18.0	"
2016-08-21," 	17.0	"
2016-08-22," 	12.0	"
2016-08-23," 	12.0	"
2016-08-24," 	6.0	"
2016-08-25," 	6.0	"
2016-08-26," 	12.0	"
2016-08-27," 	14.0	"
2016-08-28," 	20.0	"
2016-08-29," 	17.0	"
2016-08-30," 	6.0	"
2016-08-31," 	10.0	"
2016-09-01," 	14.0	"
2016-09-02," 	18.0	"
2016-09-03," 	16.0	"
2016-09-04," 	17.0	"
2016-09-05," 	6.0	"
2016-09-06," 	6.0	"
2016-09-07," 	10.0	"
2016-09-08," 	22.0	"
2016-09-09," 	24.0	"
2016-09-10," 	10.0	"
2016-09-11," 	27.0	"
2016-09-12," 	27.0	"
2016-09-13," 	8.0	"
2016-09-14," 	11.0	"
2016-09-15," 	14.0	"
2016-09-16," 	19.0	"
2016-09-17," 	16.0	"
2016-09-18," 	9.0	"
2016-09-19," 	15.0	"
2016-09-20," 	13.0	"
2016-09-21," 	10.0	"
2016-09-22," 	12.0	"
2016-09-23," 	17.0	"
2016-09-24," 	21.0	"
2016-09-25," 	5.0	"
2016-09-26," 	13.0	"
2016-09-27," 	17.0	"
2016-09-28," 	19.0	"
2016-09-29," 	12.0	"
2016-09-30," 	16.0	"
2016-10-01," 	14.0	"
2016-10-02," 	21.0	"
2016-10-03," 	16.0	"
