Column1,Column2
Zanieczyszczenie,Szczecin_Andrzejewskiego - py³ zawieszony PM2.5
2016-02-17," 	22.3	"
2016-02-18," 	26.9	"
2016-02-19," 	72.4	"
2016-02-20," 	19.1	"
2016-02-21," 	4.2	"
2016-02-22," 	5.6	"
2016-02-23," 	5.1	"
2016-02-24," 	4.2	"
2016-02-25," 	7.8	"
2016-02-26," 	10.0	"
2016-02-27," 	26.7	"
2016-02-28," 	47.6	"
2016-02-29," 	29.2	"
2016-03-01," 	25.7	"
2016-03-02," 	24.8	"
2016-03-03," 	27.5	"
2016-03-04," 	40.0	"
2016-03-05," 	47.5	"
2016-03-06," 	38.5	"
2016-03-07," 	34.7	"
2016-03-08," 	39.7	"
2016-03-09," 	49.8	"
2016-03-10," 	40.2	"
2016-03-11," 	15.4	"
2016-03-12," 	10.1	"
2016-03-13," 	13.7	"
2016-03-14," 	28.6	"
2016-03-15," 	12.3	"
2016-03-16," 	18.4	"
2016-03-17," 	28.9	"
2016-03-18," 	16.6	"
2016-03-19," 	18.8	"
2016-03-20," 	15.7	"
2016-03-21," 	10.1	"
2016-03-22," 	18.6	"
2016-03-23," 	21.5	"
2016-03-24," 	23.2	"
2016-03-25," 	29.1	"
2016-03-26," 	13.5	"
2016-03-27," 	17.2	"
2016-03-28," 	7.8	"
2016-03-29," 	4.4	"
2016-03-30," 	6.8	"
2016-03-31," 	10.3	"
2016-04-01," 	15.9	"
2016-04-02," 	12.0	"
2016-04-03," 	23.3	"
2016-04-04," 	33.3	"
2016-04-05," 	43.2	"
2016-04-06," 	16.7	"
2016-04-07," 	8.8	"
2016-04-08," 	15.5	"
2016-04-09," 	18.6	"
2016-04-10," 	12.3	"
2016-04-11," 	11.5	"
2016-04-12," 	25.9	"
2016-04-13," 	36.5	"
2016-04-14," 	13.9	"
2016-04-15," 	20.1	"
2016-04-16," 	7.9	"
2016-04-17," 	5.6	"
2016-04-18," 	5.1	"
2016-04-19," 	7.4	"
2016-04-20," 	6.8	"
2016-04-21," 	7.4	"
2016-04-22," 	8.1	"
2016-04-23," 	7.8	"
2016-04-24," 	5.2	"
2016-04-25," 	6.2	"
2016-04-26," 	9.3	"
2016-04-27," 	5.6	"
2016-04-28," 	7.3	"
2016-04-29," 	7.9	"
2016-04-30," 	18.9	"
2016-05-01," 	11.7	"
2016-05-02," 	13.7	"
2016-05-03," 	13.7	"
2016-05-04," 	6.6	"
2016-05-05," 	8.8	"
2016-05-06," 	13.0	"
2016-05-07," 	12.7	"
2016-05-08," 	14.9	"
2016-05-09," 	14.9	"
2016-05-10," 	13.4	"
2016-05-11," 	14.7	"
2016-05-12," 	14.4	"
2016-05-13," 	8.8	"
2016-05-14," 	8.3	"
2016-05-15," 	3.7	"
2016-05-16," 	4.7	"
2016-05-17," 	5.9	"
2016-05-18," 	9.1	"
2016-05-19," 	17.4	"
2016-05-20," 	18.2	"
2016-05-21," 	12.7	"
2016-05-22," 	18.9	"
2016-05-23," 	22.1	"
2016-05-24," 	24.5	"
2016-05-25," 	18.9	"
2016-05-26," 	15.0	"
2016-05-27," 	7.4	"
2016-05-28," 	13.7	"
2016-05-29," 	18.4	"
2016-05-30," 	18.6	"
2016-05-31," 	12.8	"
2016-06-01," 	12.7	"
2016-06-02," 	14.0	"
2016-06-03," 	12.0	"
2016-06-04," 	18.4	"
2016-06-05," 	10.5	"
2016-06-06," 	5.6	"
2016-06-07," 	8.6	"
2016-06-08," 	10.3	"
2016-06-09," 	6.4	"
2016-06-10," 	7.9	"
2016-06-11," 	5.2	"
2016-06-12," 	7.8	"
2016-06-13," 	12.0	"
2016-06-14," 	13.4	"
2016-06-15," 	10.1	"
2016-06-16," 	8.8	"
2016-06-17," 	8.6	"
2016-06-18," 	9.5	"
2016-06-19," 	10.5	"
2016-06-20," 	8.4	"
2016-06-21," 	8.4	"
2016-06-22," 	10.1	"
2016-06-23," 	15.0	"
2016-06-24," 	18.4	"
2016-06-25," 	15.1	"
2016-06-26," 	8.1	"
2016-06-27," 	8.4	"
2016-06-28," 	8.3	"
2016-06-29," 	7.9	"
2016-06-30," 	8.6	"
2016-07-01," 	10.5	"
2016-07-02," 	8.4	"
2016-07-03," 	6.4	"
2016-07-04," 	7.4	"
2016-07-05," 	9.1	"
2016-07-06," 	6.2	"
2016-07-07," 	4.4	"
2016-07-08," 	9.1	"
2016-07-09," 	6.1	"
2016-07-10," 	10.3	"
2016-07-11," 	13.0	"
2016-07-12," 	10.3	"
2016-07-13," 	10.5	"
2016-07-14," 	6.4	"
2016-07-15," 	4.2	"
2016-07-16," 	5.9	"
2016-07-17," 	7.4	"
2016-07-18," 	6.1	"
2016-07-19," 	4.9	"
2016-07-20," 	7.8	"
2016-07-21," 	8.8	"
2016-07-22," 	8.3	"
2016-07-23," 	15.0	"
2016-07-24," 	20.1	"
2016-07-25," 	21.4	"
2016-07-26," 	17.6	"
2016-07-27," 	8.3	"
2016-07-28," 	8.3	"
2016-07-29," 	10.1	"
2016-07-30," 	8.1	"
2016-07-31," 	5.9	"
2016-08-01," 	5.2	"
2016-08-02," 	6.9	"
2016-08-03," 	7.1	"
2016-08-04," 	4.6	"
2016-08-05," 	6.4	"
2016-08-06," 	4.2	"
2016-08-07," 	4.7	"
2016-08-08," 	8.4	"
2016-08-09," 	4.4	"
2016-08-10," 	5.9	"
2016-08-11," 	5.1	"
2016-08-12," 	4.4	"
2016-08-13," 	6.2	"
2016-08-14," 	2.7	"
2016-08-15," 	4.2	"
2016-08-16," 	5.9	"
2016-08-17," 	4.9	"
2016-08-18," 	4.4	"
2016-08-19," 	5.7	"
2016-08-20," 	11.8	"
2016-08-21," 	5.2	"
2016-08-22," 	5.4	"
2016-08-23," 	5.6	"
2016-08-24," 	9.1	"
2016-08-25," 	10.1	"
2016-08-26," 	13.5	"
2016-08-27," 	12.0	"
2016-08-28," 	14.2	"
2016-08-29," 	5.7	"
2016-08-30," 	5.6	"
2016-08-31," 	8.4	"
2016-09-01," 	14.5	"
2016-09-02," 	7.9	"
2016-09-03," 	10.6	"
2016-09-04," 	7.6	"
2016-09-05," 	6.2	"
2016-09-06," 	8.8	"
2016-09-07," 	14.9	"
2016-09-08," 	20.8	"
2016-09-09," 	27.7	"
2016-09-10," 	14.2	"
2016-09-11," 	17.2	"
2016-09-12," 	20.8	"
2016-09-13," 	27.0	"
2016-09-14," 	11.2	"
2016-09-15," 	11.8	"
2016-09-16," 	19.8	"
2016-09-17," 	13.7	"
2016-09-18," 	6.1	"
2016-09-19," 	9.8	"
2016-09-20," 	8.6	"
2016-09-21," 	9.8	"
2016-09-22," 	14.2	"
2016-09-23," 	13.5	"
2016-09-24," 	10.0	"
2016-09-25," 	10.1	"
2016-09-26," 	13.7	"
2016-09-27," 	15.0	"
2016-09-28," 	10.6	"
2016-09-29," 	9.1	"
2016-09-30," 	5.2	"
2016-10-01," 	11.7	"
2016-10-02," 	10.0	"
2016-10-03," 	9.0	"
2016-10-04," 	4.6	"
2016-10-05," 	3.4	"
2016-10-06," 	4.9	"
2016-10-07," 	4.6	"
2016-10-08," 	4.2	"
2016-10-09," 	3.9	"
2016-10-10," 	6.9	"
2016-10-11," 	8.1	"
2016-10-12," 	8.8	"
2016-10-13," 	18.4	"
2016-10-14," 	17.9	"
2016-10-15," 	21.0	"
2016-10-16," 	18.9	"
2016-10-17," 	25.2	"
2016-10-18,
2016-10-19," 	15.5	"
2016-10-20," 	18.6	"
2016-10-21," 	20.8	"
2016-10-22," 	17.4	"
2016-10-23," 	31.1	"
2016-10-24," 	39.4	"
2016-10-25," 	14.5	"
2016-10-26," 	18.1	"
2016-10-27," 	26.5	"
2016-10-28," 	18.1	"
2016-10-29," 	4.7	"
2016-10-30," 	6.1	"
2016-10-31," 	10.0	"
2016-11-01," 	11.7	"
2016-11-02," 	3.2	"
2016-11-03," 	4.4	"
2016-11-04," 	12.7	"
2016-11-05," 	23.0	"
2016-11-06," 	19.4	"
2016-11-07," 	9.0	"
2016-11-08," 	17.2	"
2016-11-09," 	8.6	"
2016-11-10," 	41.6	"
2016-11-11," 	59.5	"
2016-11-12," 	70.0	"
2016-11-13," 	49.5	"
2016-11-14," 	26.2	"
2016-11-15," 	12.2	"
2016-11-16," 	5.9	"
2016-11-17," 	5.9	"
2016-11-18," 	3.0	"
2016-11-19," 	5.9	"
2016-11-20," 	6.8	"
2016-11-21," 	16.4	"
2016-11-22," 	33.5	"
2016-11-23," 	29.1	"
2016-11-24," 	22.0	"
2016-11-25," 	17.6	"
2016-11-26," 	6.2	"
2016-11-27," 	4.4	"
2016-11-28," 	4.7	"
2016-11-29," 	6.4	"
2016-11-30," 	12.5	"
2016-12-01," 	3.7	"
2016-12-02," 	4.4	"
2016-12-03," 	7.4	"
2016-12-04," 	13.4	"
2016-12-05," 	13.0	"
2016-12-06," 	29.1	"
2016-12-07," 	21.8	"
2016-12-08," 	12.7	"
2016-12-09," 	13.7	"
2016-12-10," 	20.8	"
2016-12-11," 	8.3	"
2016-12-12," 	17.9	"
2016-12-13," 	13.5	"
2016-12-14," 	20.1	"
2016-12-15," 	11.2	"
2016-12-16," 	27.0	"
2016-12-17," 	34.5	"
2016-12-18," 	16.9	"
2016-12-19," 	17.1	"
2016-12-20," 	23.5	"
2016-12-21," 	28.0	"
2016-12-22," 	22.5	"
2016-12-23," 	14.5	"
2016-12-24," 	9.1	"
2016-12-25," 	4.9	"
2016-12-26," 	4.4	"
2016-12-27," 	8.3	"
2016-12-28," 	18.1	"
2016-12-29," 	15.9	"
2016-12-30," 	11.8	"
2016-12-31," 	27.9	"
2017-01-01," 	20.1	"
2017-01-02," 	9.1	"
2017-01-03," 	3.9	"
2017-01-04," 	3.0	"
2017-01-05," 	2.7	"
2017-01-06," 	12.7	"
2017-01-07," 	11.6	"
2017-01-08," 	36.3	"
2017-01-09," 	22.0	"
2017-01-10," 	30.8	"
2017-01-11," 	22.0	"
2017-01-12," 	4.6	"
2017-01-13," 	14.4	"
2017-01-14," 	12.5	"
2017-01-15," 	10.0	"
2017-01-16," 	17.1	"
2017-01-17," 	52.6	"
2017-01-18," 	26.2	"
2017-01-19," 	21.8	"
2017-01-20," 	19.3	"
2017-01-21," 	18.6	"
2017-01-22," 	29.2	"
2017-01-23," 	52.9	"
2017-01-24," 	27.9	"
2017-01-25," 	38.4	"
2017-01-26," 	32.8	"
2017-01-27," 	71.1	"
2017-01-28," 	105.6	"
2017-01-29," 	45.8	"
2017-01-30," 	56.4	"
2017-01-31," 	72.0	"
2017-02-01," 	95.0	"
2017-02-02," 	76.7	"
2017-02-03," 	58.5	"
2017-02-04," 	45.8	"
2017-02-05," 	37.9	"
2017-02-06," 	21.3	"
2017-02-07," 	21.5	"
2017-02-08," 	25.0	"
2017-02-09," 	37.4	"
2017-02-10," 	45.3	"
2017-02-11," 	27.7	"
2017-02-12," 	40.0	"
2017-02-13," 	52.9	"
2017-02-14," 	86.8	"
2017-02-15," 	67.6	"
2017-02-16," 	53.6	"
2017-02-17," 	26.4	"
2017-02-18," 	11.2	"
2017-02-19," 	20.4	"
2017-02-20," 	14.7	"
2017-02-21," 	5.8	"
2017-02-22," 	5.4	"
2017-02-23," 	5.4	"
2017-02-24," 	4.9	"
2017-02-25," 	5.9	"
2017-02-26," 	9.5	"
2017-02-27," 	10.5	"
2017-02-28," 	7.8	"
2017-03-01," 	8.8	"
2017-03-02," 	9.0	"
2017-03-03," 	10.8	"
2017-03-04," 	27.7	"
2017-03-05," 	20.3	"
2017-03-06," 	20.3	"
2017-03-07," 	9.0	"
2017-03-08," 	17.2	"
2017-03-09," 	16.4	"
2017-03-10," 	15.0	"
2017-03-11," 	19.8	"
2017-03-12," 	23.2	"
2017-03-13," 	26.4	"
2017-03-14," 	25.0	"
2017-03-15," 	13.0	"
2017-03-16," 	9.8	"
2017-03-17," 	13.7	"
2017-03-18," 	7.1	"
2017-03-19," 	6.1	"
2017-03-20," 	6.9	"
2017-03-21," 	6.6	"
2017-03-22," 	10.6	"
2017-03-23," 	21.0	"
2017-03-24," 	21.0	"
2017-03-25," 	15.2	"
2017-03-26," 	22.8	"
2017-03-27," 	17.2	"
