Column1,Column2
Zanieczyszczenie,Rzeszów-Nowe Miasto - py³ zawieszony PM2.5
2016-09-09," 	25.9	"
2016-09-10," 	35.1	"
2016-09-11," 	29.0	"
2016-09-12," 	30.9	"
2016-09-13," 	33.5	"
2016-09-14," 	21.3	"
2016-09-15," 	28.0	"
2016-09-16," 	34.8	"
2016-09-17," 	30.8	"
2016-09-18," 	25.6	"
2016-09-19," 	18.1	"
2016-09-20," 	14.7	"
2016-09-21," 	11.5	"
2016-09-22," 	13.8	"
2016-09-23," 	20.4	"
2016-09-24," 	24.6	"
2016-09-25," 	22.7	"
2016-09-26," 	19.0	"
2016-09-27," 	29.3	"
2016-09-28," 	21.9	"
2016-09-29," 	14.3	"
2016-09-30," 	21.7	"
2016-10-01," 	26.8	"
2016-10-02," 	19.7	"
2016-10-03," 	17.2	"
2016-10-04," 	5.6	"
2016-10-05," 	5.3	"
2016-10-06," 	21.8	"
2016-10-07," 	36.2	"
2016-10-08," 	34.3	"
2016-10-09," 	26.3	"
2016-10-10," 	25.4	"
2016-10-11," 	24.5	"
2016-10-12," 	11.5	"
2016-10-13," 	20.8	"
2016-10-14," 	22.1	"
2016-10-15," 	16.0	"
2016-10-16," 	10.9	"
2016-10-17," 	12.6	"
2016-10-18," 	21.9	"
2016-10-19," 	22.7	"
2016-10-20," 	24.1	"
2016-10-21," 	22.7	"
2016-10-22," 	33.6	"
2016-10-23," 	31.1	"
2016-10-24," 	16.8	"
2016-10-25," 	17.6	"
2016-10-26," 	17.1	"
2016-10-27," 	31.8	"
2016-10-28," 	27.8	"
2016-10-29," 	8.9	"
2016-10-30," 	8.2	"
2016-10-31," 	10.8	"
2016-11-01," 	14.2	"
2016-11-02," 	11.9	"
2016-11-03," 	7.8	"
2016-11-04," 	19.3	"
2016-11-05," 	14.5	"
2016-11-06," 	12.4	"
2016-11-07," 	20.4	"
2016-11-08," 	32.7	"
2016-11-09," 	25.4	"
2016-11-10," 	47.7	"
2016-11-11," 	34.6	"
2016-11-12," 	28.5	"
2016-11-13," 	17.0	"
2016-11-14," 	49.6	"
2016-11-15," 	37.1	"
2016-11-16," 	17.4	"
2016-11-17," 	10.0	"
2016-11-18," 	16.7	"
2016-11-19," 	16.0	"
2016-11-20," 	15.3	"
2016-11-21," 	20.8	"
2016-11-22," 	25.6	"
2016-11-23," 	43.5	"
2016-11-24," 	71.2	"
2016-11-25," 	69.3	"
2016-11-26," 	35.7	"
2016-11-27," 	20.6	"
2016-11-28," 	9.0	"
2016-11-29,
2016-11-30," 	22.2	"
2016-12-01," 	18.1	"
2016-12-02," 	11.1	"
2016-12-03," 	13.3	"
2016-12-04," 	48.3	"
2016-12-05," 	43.4	"
2016-12-06," 	39.4	"
2016-12-07," 	39.8	"
